resume_id,resume_text,resume_skills,experience_years,education_level,projects,certifications,job_role,required_skills,job_experience_required,job_description,skill_match_score,experience_match,education_match,final_score,shortlisted,similarity_score
R1214,"Professional Summary:
Candidate with 1 years of experience.

Skills:
Java, Machine Learning, Data Analysis, Deep Learning, React, C++, NLP

Experience:
- Worked on real-world data science projects
- Handled large-scale data processing tasks
- Deployed applications using cloud services

Projects:
- Created interactive dashboards using Power BI

Certifications:
None","Java, Machine Learning, Data Analysis, Deep Learning, React, C++, NLP",1,PhD,Created interactive dashboards using Power BI,None,ML Engineer,"Kubernetes, Machine Learning, React, Docker, PyTorch",5,"We are hiring a ML Engineer.
Required experience: 5 years.
Skills required: Kubernetes, Machine Learning, React, Docker, PyTorch.",0.4,0,1,0.3681046677344466,0,1.0000000000000002
R1215,"Professional Summary:
Candidate with 10 years of experience.

Skills:
Java, TensorFlow, PyTorch, Data Analysis, Excel, Docker, Django, C++

Experience:
- Worked on real-world data science projects
- Optimized model performance and accuracy

Projects:
- Built a machine learning model for predicting customer churn
- Created interactive dashboards using Power BI
- Developed a web application using Flask and React

Certifications:
AWS Certified, NLP Certification","Java, TensorFlow, PyTorch, Data Analysis, Excel, Docker, Django, C++",10,PhD,Built a machine learning model for predicting customer churn; Created interactive dashboards using Power BI; Developed a web application using Flask and React,"AWS Certified, NLP Certification",Software Engineer,"Docker, Kubernetes, TensorFlow",5,"We are hiring a Software Engineer.
Required experience: 5 years.
Skills required: Docker, Kubernetes, TensorFlow.",0.67,1,1,0.8328975505032947,1,1.0000000000000002
R1216,"Professional Summary:
Candidate with 10 years of experience.

Skills:
SQL, Data Analysis, Cloud Computing, TensorFlow, Excel

Experience:
- Deployed applications using cloud services
- Optimized model performance and accuracy

Projects:
- Created interactive dashboards using Power BI

Certifications:
Google Data Analytics, Deep Learning Specialization","SQL, Data Analysis, Cloud Computing, TensorFlow, Excel",10,PhD,Created interactive dashboards using Power BI,"Google Data Analytics, Deep Learning Specialization",ML Engineer,"Java, Data Analysis, PyTorch, Python, Node.js, TensorFlow, Excel",3,"We are hiring a ML Engineer.
Required experience: 3 years.
Skills required: Java, Data Analysis, PyTorch, Python, Node.js, TensorFlow, Excel.",0.43,1,1,0.5961428851133243,1,1.0000000000000002
R1217,"Professional Summary:
Candidate with 7 years of experience.

Skills:
C++, Django, Machine Learning, React, Flask, TensorFlow

Experience:
- Worked on real-world data science projects
- Deployed applications using cloud services

Projects:
- Built a machine learning model for predicting customer churn
- Designed scalable backend systems using Node.js

Certifications:
AWS Certified, Google Data Analytics","C++, Django, Machine Learning, React, Flask, TensorFlow",7,PhD,Built a machine learning model for predicting customer churn; Designed scalable backend systems using Node.js,"AWS Certified, Google Data Analytics",Backend Developer,"TensorFlow, Data Analysis, React, Machine Learning, PyTorch, Java, Flask",3,"We are hiring a Backend Developer.
Required experience: 3 years.
Skills required: TensorFlow, Data Analysis, React, Machine Learning, PyTorch, Java, Flask.",0.57,1,1,0.8827212191938425,1,1.0
R1218,"Professional Summary:
Candidate with 9 years of experience.

Skills:
Kubernetes, Flask, Node.js, TensorFlow, Java, Django, C++

Experience:
- Collaborated with cross-functional teams
- Handled large-scale data processing tasks
- Deployed applications using cloud services

Projects:
- Implemented deep learning models using TensorFlow
- Created interactive dashboards using Power BI

Certifications:
NLP Certification, Google Data Analytics","Kubernetes, Flask, Node.js, TensorFlow, Java, Django, C++",9,Masters,Implemented deep learning models using TensorFlow; Created interactive dashboards using Power BI,"NLP Certification, Google Data Analytics",Data Scientist,"Java, Cloud Computing, Python, TensorFlow, Excel, Machine Learning",3,"We are hiring a Data Scientist.
Required experience: 3 years.
Skills required: Java, Cloud Computing, Python, TensorFlow, Excel, Machine Learning.",0.33,1,1,0.7796866976176738,1,0.9999999999999999
R1219,"Professional Summary:
Candidate with 6 years of experience.

Skills:
Excel, Docker, SQL, TensorFlow

Experience:
- Collaborated with cross-functional teams
- Handled large-scale data processing tasks

Projects:
- Developed a web application using Flask and React
- Created interactive dashboards using Power BI

Certifications:
None","Excel, Docker, SQL, TensorFlow",6,Masters,Developed a web application using Flask and React; Created interactive dashboards using Power BI,None,Backend Developer,"PyTorch, Node.js, NLP, C++, SQL, Data Analysis, Flask, Cloud Computing",2,"We are hiring a Backend Developer.
Required experience: 2 years.
Skills required: PyTorch, Node.js, NLP, C++, SQL, Data Analysis, Flask, Cloud Computing.",0.12,1,1,0.48197785809946275,1,1.0000000000000004
R1220,"Professional Summary:
Candidate with 8 years of experience.

Skills:
Django, React, Cloud Computing

Experience:
- Handled large-scale data processing tasks
- Deployed applications using cloud services

Projects:
- Created interactive dashboards using Power BI

Certifications:
Microsoft Azure, Deep Learning Specialization","Django, React, Cloud Computing",8,Bachelors,Created interactive dashboards using Power BI,"Microsoft Azure, Deep Learning Specialization",Backend Developer,"Python, Data Analysis, PyTorch, Deep Learning",5,"We are hiring a Backend Developer.
Required experience: 5 years.
Skills required: Python, Data Analysis, PyTorch, Deep Learning.",0.0,1,0,0.585259068675123,1,1.0
R1221,"Professional Summary:
Candidate with 6 years of experience.

Skills:
Data Analysis, NLP, Django, TensorFlow, Power BI

Experience:
- Optimized model performance and accuracy
- Worked on real-world data science projects
- Deployed applications using cloud services

Projects:
- Designed scalable backend systems using Node.js
- Developed a web application using Flask and React
- Implemented deep learning models using TensorFlow

Certifications:
AWS Certified","Data Analysis, NLP, Django, TensorFlow, Power BI",6,Masters,Designed scalable backend systems using Node.js; Developed a web application using Flask and React; Implemented deep learning models using TensorFlow,AWS Certified,ML Engineer,"Node.js, Docker, C++, Flask",1,"We are hiring a ML Engineer.
Required experience: 1 years.
Skills required: Node.js, Docker, C++, Flask.",0.0,1,1,0.49531736753427014,1,0.9999999999999998
R1222,"Professional Summary:
Candidate with 0 years of experience.

Skills:
Python, TensorFlow, Django, Data Analysis

Experience:
- Deployed applications using cloud services
- Collaborated with cross-functional teams
- Optimized model performance and accuracy

Projects:
- Implemented deep learning models using TensorFlow
- Developed a web application using Flask and React
- Created interactive dashboards using Power BI

Certifications:
None","Python, TensorFlow, Django, Data Analysis",0,PhD,Implemented deep learning models using TensorFlow; Developed a web application using Flask and React; Created interactive dashboards using Power BI,None,Frontend Developer,"React, PyTorch, TensorFlow, Django",6,"We are hiring a Frontend Developer.
Required experience: 6 years.
Skills required: React, PyTorch, TensorFlow, Django.",0.5,0,1,0.42970044031278065,1,1.0000000000000002
R1223,"Professional Summary:
Candidate with 2 years of experience.

Skills:
Machine Learning, Node.js, C++

Experience:
- Worked on real-world data science projects

Projects:
- Implemented deep learning models using TensorFlow

Certifications:
NLP Certification, Deep Learning Specialization","Machine Learning, Node.js, C++",2,Masters,Implemented deep learning models using TensorFlow,"NLP Certification, Deep Learning Specialization",Backend Developer,"Python, Django, SQL",2,"We are hiring a Backend Developer.
Required experience: 2 years.
Skills required: Python, Django, SQL.",0.0,1,1,0.6830847760502797,1,1.0
R1224,"Professional Summary:
Candidate with 2 years of experience.

Skills:
Java, Deep Learning, Excel

Experience:
- Worked on real-world data science projects
- Optimized model performance and accuracy
- Deployed applications using cloud services

Projects:
- Created interactive dashboards using Power BI
- Implemented deep learning models using TensorFlow

Certifications:
None","Java, Deep Learning, Excel",2,Bachelors,Created interactive dashboards using Power BI; Implemented deep learning models using TensorFlow,None,Frontend Developer,"Django, React, Machine Learning, Flask, PyTorch, Java",6,"We are hiring a Frontend Developer.
Required experience: 6 years.
Skills required: Django, React, Machine Learning, Flask, PyTorch, Java.",0.17,0,0,0.14258486174450338,0,1.0000000000000002
R1225,"Professional Summary:
Candidate with 6 years of experience.

Skills:
PyTorch, React, Machine Learning, Kubernetes, NLP, Docker, C++

Experience:
- Handled large-scale data processing tasks

Projects:
- Implemented deep learning models using TensorFlow
- Designed scalable backend systems using Node.js

Certifications:
Microsoft Azure","PyTorch, React, Machine Learning, Kubernetes, NLP, Docker, C++",6,Masters,Implemented deep learning models using TensorFlow; Designed scalable backend systems using Node.js,Microsoft Azure,Backend Developer,"Kubernetes, Node.js, Power BI, Data Analysis, Deep Learning, PyTorch, Django, Python",1,"We are hiring a Backend Developer.
Required experience: 1 years.
Skills required: Kubernetes, Node.js, Power BI, Data Analysis, Deep Learning, PyTorch, Django, Python.",0.25,1,1,0.6915577842992257,1,1.0000000000000002
R1226,"Professional Summary:
Candidate with 10 years of experience.

Skills:
Docker, Deep Learning, NLP, C++, SQL, Cloud Computing, Data Analysis

Experience:
- Worked on real-world data science projects

Projects:
- Developed a web application using Flask and React
- Implemented deep learning models using TensorFlow

Certifications:
Google Data Analytics, NLP Certification","Docker, Deep Learning, NLP, C++, SQL, Cloud Computing, Data Analysis",10,PhD,Developed a web application using Flask and React; Implemented deep learning models using TensorFlow,"Google Data Analytics, NLP Certification",Backend Developer,"Excel, Power BI, Python",4,"We are hiring a Backend Developer.
Required experience: 4 years.
Skills required: Excel, Power BI, Python.",0.0,1,1,0.5692783193888382,1,1.0000000000000002
R1227,"Professional Summary:
Candidate with 10 years of experience.

Skills:
Docker, C++, React

Experience:
- Handled large-scale data processing tasks
- Worked on real-world data science projects
- Deployed applications using cloud services

Projects:
- Built a machine learning model for predicting customer churn
- Designed scalable backend systems using Node.js

Certifications:
Deep Learning Specialization","Docker, C++, React",10,Bachelors,Built a machine learning model for predicting customer churn; Designed scalable backend systems using Node.js,Deep Learning Specialization,ML Engineer,"Machine Learning, Java, SQL",4,"We are hiring a ML Engineer.
Required experience: 4 years.
Skills required: Machine Learning, Java, SQL.",0.0,1,0,0.382264560704601,0,1.0
R1228,"Professional Summary:
Candidate with 5 years of experience.

Skills:
Deep Learning, Flask, Python, Node.js, Excel, React, SQL, Data Analysis

Experience:
- Handled large-scale data processing tasks
- Collaborated with cross-functional teams

Projects:
- Developed a web application using Flask and React
- Created interactive dashboards using Power BI
- Designed scalable backend systems using Node.js

Certifications:
NLP Certification","Deep Learning, Flask, Python, Node.js, Excel, React, SQL, Data Analysis",5,PhD,Developed a web application using Flask and React; Created interactive dashboards using Power BI; Designed scalable backend systems using Node.js,NLP Certification,Software Engineer,"C++, Node.js, TensorFlow, Data Analysis, NLP",4,"We are hiring a Software Engineer.
Required experience: 4 years.
Skills required: C++, Node.js, TensorFlow, Data Analysis, NLP.",0.4,1,1,0.9051932943879486,1,1.0000000000000002
R1229,"Professional Summary:
Candidate with 9 years of experience.

Skills:
NLP, Machine Learning, C++

Experience:
- Handled large-scale data processing tasks

Projects:
- Designed scalable backend systems using Node.js
- Built a machine learning model for predicting customer churn

Certifications:
Deep Learning Specialization","NLP, Machine Learning, C++",9,Masters,Designed scalable backend systems using Node.js; Built a machine learning model for predicting customer churn,Deep Learning Specialization,Data Analyst,"Kubernetes, C++, Power BI, Deep Learning, Python, Machine Learning, Java, Node.js",6,"We are hiring a Data Analyst.
Required experience: 6 years.
Skills required: Kubernetes, C++, Power BI, Deep Learning, Python, Machine Learning, Java, Node.js.",0.25,1,1,0.6228002018945129,1,1.0000000000000002
R1230,"Professional Summary:
Candidate with 8 years of experience.

Skills:
Flask, PyTorch, Docker, Deep Learning

Experience:
- Deployed applications using cloud services

Projects:
- Implemented deep learning models using TensorFlow
- Created interactive dashboards using Power BI

Certifications:
NLP Certification","Flask, PyTorch, Docker, Deep Learning",8,Bachelors,Implemented deep learning models using TensorFlow; Created interactive dashboards using Power BI,NLP Certification,Frontend Developer,"C++, Python, Java, Node.js",6,"We are hiring a Frontend Developer.
Required experience: 6 years.
Skills required: C++, Python, Java, Node.js.",0.0,1,0,0.5682297611037403,1,1.0
R1231,"Professional Summary:
Candidate with 6 years of experience.

Skills:
Deep Learning, Python, Kubernetes, Java, React, PyTorch, Cloud Computing, Docker

Experience:
- Collaborated with cross-functional teams

Projects:
- Built a machine learning model for predicting customer churn
- Designed scalable backend systems using Node.js

Certifications:
Microsoft Azure, NLP Certification","Deep Learning, Python, Kubernetes, Java, React, PyTorch, Cloud Computing, Docker",6,Bachelors,Built a machine learning model for predicting customer churn; Designed scalable backend systems using Node.js,"Microsoft Azure, NLP Certification",Data Analyst,"Kubernetes, Data Analysis, Java",6,"We are hiring a Data Analyst.
Required experience: 6 years.
Skills required: Kubernetes, Data Analysis, Java.",0.67,1,0,0.6856530484339924,1,1.0000000000000002
R1232,"Professional Summary:
Candidate with 9 years of experience.

Skills:
Data Analysis, Power BI, Cloud Computing, Flask, React, Node.js, Machine Learning, PyTorch

Experience:
- Worked on real-world data science projects

Projects:
- Built a machine learning model for predicting customer churn

Certifications:
None","Data Analysis, Power BI, Cloud Computing, Flask, React, Node.js, Machine Learning, PyTorch",9,PhD,Built a machine learning model for predicting customer churn,None,Frontend Developer,"PyTorch, Java, Node.js",5,"We are hiring a Frontend Developer.
Required experience: 5 years.
Skills required: PyTorch, Java, Node.js.",0.67,1,1,0.6305980778741916,1,1.0000000000000002
R1233,"Professional Summary:
Candidate with 4 years of experience.

Skills:
Power BI, SQL, Django, Machine Learning, Docker, Python, Kubernetes

Experience:
- Optimized model performance and accuracy
- Worked on real-world data science projects
- Collaborated with cross-functional teams

Projects:
- Developed a web application using Flask and React

Certifications:
Google Data Analytics, Microsoft Azure","Power BI, SQL, Django, Machine Learning, Docker, Python, Kubernetes",4,PhD,Developed a web application using Flask and React,"Google Data Analytics, Microsoft Azure",Backend Developer,"NLP, Java, Power BI, TensorFlow, Django, Deep Learning, Docker",2,"We are hiring a Backend Developer.
Required experience: 2 years.
Skills required: NLP, Java, Power BI, TensorFlow, Django, Deep Learning, Docker.",0.43,1,1,0.5807687962939249,1,1.0000000000000002
R1234,"Professional Summary:
Candidate with 2 years of experience.

Skills:
Django, Flask, TensorFlow, SQL, Machine Learning, Kubernetes, Data Analysis, Node.js

Experience:
- Deployed applications using cloud services
- Worked on real-world data science projects
- Collaborated with cross-functional teams

Projects:
- Built a machine learning model for predicting customer churn
- Designed scalable backend systems using Node.js
- Implemented deep learning models using TensorFlow

Certifications:
None","Django, Flask, TensorFlow, SQL, Machine Learning, Kubernetes, Data Analysis, Node.js",2,PhD,Built a machine learning model for predicting customer churn; Designed scalable backend systems using Node.js; Implemented deep learning models using TensorFlow,None,Backend Developer,"Django, Excel, PyTorch, Python, Flask",3,"We are hiring a Backend Developer.
Required experience: 3 years.
Skills required: Django, Excel, PyTorch, Python, Flask.",0.4,0,1,0.4555000476127655,1,1.0
R1235,"Professional Summary:
Candidate with 10 years of experience.

Skills:
Power BI, SQL, TensorFlow, Java, NLP, Cloud Computing, Excel, Machine Learning

Experience:
- Handled large-scale data processing tasks

Projects:
- Built a machine learning model for predicting customer churn

Certifications:
Deep Learning Specialization, NLP Certification","Power BI, SQL, TensorFlow, Java, NLP, Cloud Computing, Excel, Machine Learning",10,PhD,Built a machine learning model for predicting customer churn,"Deep Learning Specialization, NLP Certification",Data Analyst,"Node.js, C++, Deep Learning, Machine Learning, Excel, TensorFlow, Java",6,"We are hiring a Data Analyst.
Required experience: 6 years.
Skills required: Node.js, C++, Deep Learning, Machine Learning, Excel, TensorFlow, Java.",0.57,1,1,0.7391293316885569,1,1.0000000000000002
R1236,"Professional Summary:
Candidate with 5 years of experience.

Skills:
Deep Learning, Flask, Power BI, React, Data Analysis

Experience:
- Deployed applications using cloud services
- Worked on real-world data science projects

Projects:
- Built a machine learning model for predicting customer churn

Certifications:
Deep Learning Specialization","Deep Learning, Flask, Power BI, React, Data Analysis",5,PhD,Built a machine learning model for predicting customer churn,Deep Learning Specialization,Backend Developer,"React, Kubernetes, Deep Learning, Data Analysis, PyTorch, Machine Learning",4,"We are hiring a Backend Developer.
Required experience: 4 years.
Skills required: React, Kubernetes, Deep Learning, Data Analysis, PyTorch, Machine Learning.",0.5,1,1,0.8093074749518911,1,1.0000000000000002
R1237,"Professional Summary:
Candidate with 10 years of experience.

Skills:
Node.js, Docker, Python, SQL, TensorFlow, Cloud Computing, Data Analysis

Experience:
- Deployed applications using cloud services
- Handled large-scale data processing tasks

Projects:
- Implemented deep learning models using TensorFlow
- Developed a web application using Flask and React

Certifications:
Google Data Analytics, NLP Certification","Node.js, Docker, Python, SQL, TensorFlow, Cloud Computing, Data Analysis",10,Bachelors,Implemented deep learning models using TensorFlow; Developed a web application using Flask and React,"Google Data Analytics, NLP Certification",Data Analyst,"Node.js, Python, Data Analysis, Django, Cloud Computing, PyTorch, Java",4,"We are hiring a Data Analyst.
Required experience: 4 years.
Skills required: Node.js, Python, Data Analysis, Django, Cloud Computing, PyTorch, Java.",0.57,1,0,0.7205344005788956,1,1.0000000000000007
R1238,"Professional Summary:
Candidate with 9 years of experience.

Skills:
NLP, PyTorch, Python, Django, Deep Learning

Experience:
- Optimized model performance and accuracy

Projects:
- Created interactive dashboards using Power BI

Certifications:
NLP Certification, AWS Certified","NLP, PyTorch, Python, Django, Deep Learning",9,PhD,Created interactive dashboards using Power BI,"NLP Certification, AWS Certified",ML Engineer,"React, PyTorch, Django, Deep Learning, Data Analysis, NLP, C++",4,"We are hiring a ML Engineer.
Required experience: 4 years.
Skills required: React, PyTorch, Django, Deep Learning, Data Analysis, NLP, C++.",0.57,1,1,0.9190294569458451,1,1.0
R1239,"Professional Summary:
Candidate with 0 years of experience.

Skills:
C++, Python, Data Analysis, Docker, React, Excel

Experience:
- Worked on real-world data science projects
- Deployed applications using cloud services

Projects:
- Built a machine learning model for predicting customer churn

Certifications:
Microsoft Azure, AWS Certified","C++, Python, Data Analysis, Docker, React, Excel",0,Masters,Built a machine learning model for predicting customer churn,"Microsoft Azure, AWS Certified",ML Engineer,"TensorFlow, Data Analysis, SQL, Deep Learning, C++, Flask",3,"We are hiring a ML Engineer.
Required experience: 3 years.
Skills required: TensorFlow, Data Analysis, SQL, Deep Learning, C++, Flask.",0.33,0,1,0.28899098804426965,0,1.0
R1240,"Professional Summary:
Candidate with 4 years of experience.

Skills:
Docker, SQL, Django, TensorFlow, Cloud Computing, Java

Experience:
- Handled large-scale data processing tasks

Projects:
- Built a machine learning model for predicting customer churn
- Designed scalable backend systems using Node.js

Certifications:
Microsoft Azure, AWS Certified","Docker, SQL, Django, TensorFlow, Cloud Computing, Java",4,PhD,Built a machine learning model for predicting customer churn; Designed scalable backend systems using Node.js,"Microsoft Azure, AWS Certified",Software Engineer,"Excel, NLP, Node.js, Django, PyTorch",4,"We are hiring a Software Engineer.
Required experience: 4 years.
Skills required: Excel, NLP, Node.js, Django, PyTorch.",0.2,1,1,0.7905869503866831,1,1.0000000000000007
R1241,"Professional Summary:
Candidate with 2 years of experience.

Skills:
Django, Java, Power BI, Python, Kubernetes

Experience:
- Collaborated with cross-functional teams

Projects:
- Built a machine learning model for predicting customer churn

Certifications:
None","Django, Java, Power BI, Python, Kubernetes",2,PhD,Built a machine learning model for predicting customer churn,None,ML Engineer,"Python, SQL, Node.js, Kubernetes, Flask, Cloud Computing, PyTorch, Power BI",3,"We are hiring a ML Engineer.
Required experience: 3 years.
Skills required: Python, SQL, Node.js, Kubernetes, Flask, Cloud Computing, PyTorch, Power BI.",0.38,0,1,0.3829790558375225,0,0.9999999999999999
R1242,"Professional Summary:
Candidate with 2 years of experience.

Skills:
PyTorch, Python, Kubernetes, Docker

Experience:
- Handled large-scale data processing tasks
- Collaborated with cross-functional teams

Projects:
- Developed a web application using Flask and React

Certifications:
None","PyTorch, Python, Kubernetes, Docker",2,Bachelors,Developed a web application using Flask and React,None,Data Scientist,"TensorFlow, Python, Kubernetes, NLP, Django, PyTorch, Flask, Power BI",6,"We are hiring a Data Scientist.
Required experience: 6 years.
Skills required: TensorFlow, Python, Kubernetes, NLP, Django, PyTorch, Flask, Power BI.",0.38,0,0,0.2812765533932156,0,1.0000000000000002
R1243,"Professional Summary:
Candidate with 6 years of experience.

Skills:
Python, Deep Learning, Excel, NLP

Experience:
- Collaborated with cross-functional teams
- Deployed applications using cloud services

Projects:
- Implemented deep learning models using TensorFlow
- Developed a web application using Flask and React
- Designed scalable backend systems using Node.js

Certifications:
NLP Certification, Deep Learning Specialization","Python, Deep Learning, Excel, NLP",6,PhD,Implemented deep learning models using TensorFlow; Developed a web application using Flask and React; Designed scalable backend systems using Node.js,"NLP Certification, Deep Learning Specialization",Frontend Developer,"C++, Python, Cloud Computing, React, Django, Kubernetes, Docker, Java",6,"We are hiring a Frontend Developer.
Required experience: 6 years.
Skills required: C++, Python, Cloud Computing, React, Django, Kubernetes, Docker, Java.",0.12,1,1,0.8034349684350662,1,1.0000000000000002
R1244,"Professional Summary:
Candidate with 7 years of experience.

Skills:
C++, Kubernetes, Docker, Flask, Cloud Computing

Experience:
- Optimized model performance and accuracy
- Handled large-scale data processing tasks

Projects:
- Implemented deep learning models using TensorFlow

Certifications:
Deep Learning Specialization, Google Data Analytics","C++, Kubernetes, Docker, Flask, Cloud Computing",7,Masters,Implemented deep learning models using TensorFlow,"Deep Learning Specialization, Google Data Analytics",ML Engineer,"Excel, Cloud Computing, SQL, PyTorch",4,"We are hiring a ML Engineer.
Required experience: 4 years.
Skills required: Excel, Cloud Computing, SQL, PyTorch.",0.25,1,1,0.7283071972828997,1,1.0
R1245,"Professional Summary:
Candidate with 10 years of experience.

Skills:
Flask, TensorFlow, PyTorch, Docker, Django, Node.js, Excel, Machine Learning

Experience:
- Collaborated with cross-functional teams
- Optimized model performance and accuracy
- Deployed applications using cloud services

Projects:
- Designed scalable backend systems using Node.js
- Developed a web application using Flask and React

Certifications:
NLP Certification","Flask, TensorFlow, PyTorch, Docker, Django, Node.js, Excel, Machine Learning",10,PhD,Designed scalable backend systems using Node.js; Developed a web application using Flask and React,NLP Certification,Backend Developer,"NLP, Flask, React, Data Analysis, Node.js, Django",3,"We are hiring a Backend Developer.
Required experience: 3 years.
Skills required: NLP, Flask, React, Data Analysis, Node.js, Django.",0.5,1,1,0.7878660964894246,1,1.0000000000000002
R1246,"Professional Summary:
Candidate with 7 years of experience.

Skills:
Cloud Computing, Power BI, Deep Learning, Python, Flask, PyTorch, Kubernetes

Experience:
- Handled large-scale data processing tasks
- Optimized model performance and accuracy
- Worked on real-world data science projects

Projects:
- Designed scalable backend systems using Node.js
- Implemented deep learning models using TensorFlow

Certifications:
None","Cloud Computing, Power BI, Deep Learning, Python, Flask, PyTorch, Kubernetes",7,Masters,Designed scalable backend systems using Node.js; Implemented deep learning models using TensorFlow,None,Software Engineer,"Flask, TensorFlow, Data Analysis, Excel, Deep Learning, Machine Learning, Docker, Node.js",5,"We are hiring a Software Engineer.
Required experience: 5 years.
Skills required: Flask, TensorFlow, Data Analysis, Excel, Deep Learning, Machine Learning, Docker, Node.js.",0.25,1,1,0.48937346330471626,1,0.9999999999999999
R1247,"Professional Summary:
Candidate with 5 years of experience.

Skills:
Cloud Computing, TensorFlow, Java, Docker, Python, Kubernetes, React, Deep Learning

Experience:
- Collaborated with cross-functional teams
- Worked on real-world data science projects

Projects:
- Built a machine learning model for predicting customer churn
- Developed a web application using Flask and React

Certifications:
Microsoft Azure, Deep Learning Specialization","Cloud Computing, TensorFlow, Java, Docker, Python, Kubernetes, React, Deep Learning",5,Bachelors,Built a machine learning model for predicting customer churn; Developed a web application using Flask and React,"Microsoft Azure, Deep Learning Specialization",Data Scientist,"Data Analysis, Excel, NLP, PyTorch, C++, Python",6,"We are hiring a Data Scientist.
Required experience: 6 years.
Skills required: Data Analysis, Excel, NLP, PyTorch, C++, Python.",0.17,0,0,0.1264245205140423,0,1.0000000000000004
R1248,"Professional Summary:
Candidate with 5 years of experience.

Skills:
Django, Power BI, React, Deep Learning, Flask, C++

Experience:
- Collaborated with cross-functional teams
- Optimized model performance and accuracy

Projects:
- Created interactive dashboards using Power BI
- Built a machine learning model for predicting customer churn
- Implemented deep learning models using TensorFlow

Certifications:
AWS Certified, NLP Certification","Django, Power BI, React, Deep Learning, Flask, C++",5,Masters,Created interactive dashboards using Power BI; Built a machine learning model for predicting customer churn; Implemented deep learning models using TensorFlow,"AWS Certified, NLP Certification",Backend Developer,"Machine Learning, Docker, Java, Deep Learning, TensorFlow",6,"We are hiring a Backend Developer.
Required experience: 6 years.
Skills required: Machine Learning, Docker, Java, Deep Learning, TensorFlow.",0.2,0,1,0.556254354344706,1,1.0
R1249,"Professional Summary:
Candidate with 4 years of experience.

Skills:
Python, C++, Cloud Computing, PyTorch, Node.js, SQL, Excel, Java

Experience:
- Handled large-scale data processing tasks
- Optimized model performance and accuracy

Projects:
- Developed a web application using Flask and React
- Built a machine learning model for predicting customer churn

Certifications:
None","Python, C++, Cloud Computing, PyTorch, Node.js, SQL, Excel, Java",4,Bachelors,Developed a web application using Flask and React; Built a machine learning model for predicting customer churn,None,Frontend Developer,"Power BI, PyTorch, React, Cloud Computing, Machine Learning, Java, Kubernetes, Docker",6,"We are hiring a Frontend Developer.
Required experience: 6 years.
Skills required: Power BI, PyTorch, React, Cloud Computing, Machine Learning, Java, Kubernetes, Docker.",0.38,0,0,0.2849950943562214,0,1.0000000000000002
R1250,"Professional Summary:
Candidate with 10 years of experience.

Skills:
Machine Learning, Deep Learning, Power BI

Experience:
- Deployed applications using cloud services

Projects:
- Built a machine learning model for predicting customer churn
- Created interactive dashboards using Power BI
- Designed scalable backend systems using Node.js

Certifications:
Microsoft Azure","Machine Learning, Deep Learning, Power BI",10,Masters,Built a machine learning model for predicting customer churn; Created interactive dashboards using Power BI; Designed scalable backend systems using Node.js,Microsoft Azure,ML Engineer,"TensorFlow, Flask, Kubernetes, NLP",6,"We are hiring a ML Engineer.
Required experience: 6 years.
Skills required: TensorFlow, Flask, Kubernetes, NLP.",0.0,1,1,0.6889611872928529,1,1.0
R1251,"Professional Summary:
Candidate with 3 years of experience.

Skills:
Machine Learning, Java, Node.js, Docker, Power BI

Experience:
- Optimized model performance and accuracy
- Worked on real-world data science projects

Projects:
- Designed scalable backend systems using Node.js

Certifications:
Microsoft Azure, NLP Certification","Machine Learning, Java, Node.js, Docker, Power BI",3,PhD,Designed scalable backend systems using Node.js,"Microsoft Azure, NLP Certification",ML Engineer,"Flask, Java, SQL, Power BI, NLP, TensorFlow, PyTorch, React",6,"We are hiring a ML Engineer.
Required experience: 6 years.
Skills required: Flask, Java, SQL, Power BI, NLP, TensorFlow, PyTorch, React.",0.25,0,1,0.344456705453765,0,1.0000000000000004
R1252,"Professional Summary:
Candidate with 7 years of experience.

Skills:
Docker, PyTorch, Cloud Computing, Power BI, TensorFlow

Experience:
- Collaborated with cross-functional teams
- Worked on real-world data science projects

Projects:
- Implemented deep learning models using TensorFlow

Certifications:
None","Docker, PyTorch, Cloud Computing, Power BI, TensorFlow",7,PhD,Implemented deep learning models using TensorFlow,None,Data Analyst,"Data Analysis, Power BI, Django, Excel, PyTorch, Java",2,"We are hiring a Data Analyst.
Required experience: 2 years.
Skills required: Data Analysis, Power BI, Django, Excel, PyTorch, Java.",0.33,1,1,0.46852579002205175,1,1.0000000000000002
R1253,"Professional Summary:
Candidate with 6 years of experience.

Skills:
Cloud Computing, React, Docker

Experience:
- Deployed applications using cloud services

Projects:
- Developed a web application using Flask and React
- Implemented deep learning models using TensorFlow
- Designed scalable backend systems using Node.js

Certifications:
None","Cloud Computing, React, Docker",6,PhD,Developed a web application using Flask and React; Implemented deep learning models using TensorFlow; Designed scalable backend systems using Node.js,None,Data Scientist,"Excel, Node.js, Machine Learning, Django, Data Analysis, SQL, Python",5,"We are hiring a Data Scientist.
Required experience: 5 years.
Skills required: Excel, Node.js, Machine Learning, Django, Data Analysis, SQL, Python.",0.0,1,1,0.43755573766076516,1,1.0
